Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),"",No. Modules,Module ID,Module Position,Total Fill
T64-B05,WT-163:S025,daniel,tommy,9,BLK:09 PLN:01 POS:06,MFV 05784,219.2,6/18/2013 20:48,6/18/2013 23:12,2:24:21,swap,T64-B05,WT-166:S026,31.9,251.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",7,MFV 05784,BLK:09 PLN:01 POS:06,251.1
T64-B05,WT-166:S026,daniel,tommy,9,BLK:09 PLN:01 POS:07,MFV 05816,251.3,6/18/2013 23:13,6/19/2013 1:30,2:16:59,"","","","",251.3,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",8,MFV 05816,BLK:09 PLN:01 POS:07,251.3
T64-B05,WT-163:S025,daniel,tommy,10,BLK:09 PLN:01 POS:08,MFV 05825,209.1,6/18/2013 20:48,6/18/2013 23:18,2:29:40,swap,T64-B05,WT-166:S026,42.2,251.3,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",9,MFV 05825,BLK:09 PLN:01 POS:08,251.3
T64-B05,WT-166:S026,daniel,tommy,10,BLK:09 PLN:01 POS:09,MFV 05777,249.7,6/18/2013 23:18,6/19/2013 1:38,2:20:01,"","","","",249.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",10,MFV 05777,BLK:09 PLN:01 POS:09,249.7
T64-B05,WT-163:S025,daniel,tommy,11,BLK:09 PLN:01 POS:10,MFV 05808,212.2,6/18/2013 20:48,6/18/2013 23:16,2:28:24,swap,T64-B05,WT-166:S026,39.8,252,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",11,MFV 05808,BLK:09 PLN:01 POS:10,252
T64-B05,WT-166:S026,daniel,tommy,11,BLK:09 PLN:01 POS:11,MFV 05750,250.7,6/18/2013 23:17,6/19/2013 1:34,2:17:47,"","","","",250.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",12,MFV 05750,BLK:09 PLN:01 POS:11,250.7
T64-B05,WT-166:S026,daniel,tommy,1,BLK:09 PLN:03 POS:00,MFV 05727,249.9,6/19/2013 1:40,6/19/2013 7:29,5:49:00,"","","","",249.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",13,MFV 05727,BLK:09 PLN:03 POS:00,249.9
T64-B05,WT-166:S026,galvin,blackmer,1,BLK:09 PLN:03 POS:01,MFV 05788,250.8,6/19/2013 7:29,6/19/2013 9:55,2:25:27,"","","","",250.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",14,MFV 05788,BLK:09 PLN:03 POS:01,250.8
T64-B05,WT-166:S026,daniel,tommy,6,BLK:09 PLN:03 POS:02,MFV 05794,249.5,6/19/2013 1:36,6/19/2013 7:25,5:48:59,"","","","",249.5,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",15,MFV 05794,BLK:09 PLN:03 POS:02,249.5
T64-B05,WT-166:S026,galvin,blackmer,6,BLK:09 PLN:03 POS:03,MFV 05643,251,6/19/2013 7:25,6/19/2013 9:47,2:22:03,"","","","",251,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",16,MFV 05643,BLK:09 PLN:03 POS:03,251
T64-B05,WT-166:S026,daniel,tommy,8,BLK:09 PLN:03 POS:04,MFV 05712,250.3,6/19/2013 1:36,6/19/2013 7:24,5:47:32,"","","","",250.3,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",17,MFV 05712,BLK:09 PLN:03 POS:04,250.3
T64-B05,WT-166:S026,galvin,blackmer,8,BLK:09 PLN:03 POS:05,MFV 05782,251.2,6/19/2013 7:26,6/19/2013 9:49,2:23:30,"","","","",251.2,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",18,MFV 05782,BLK:09 PLN:03 POS:05,251.2
T64-B05,WT-166:S026,daniel,tommy,9,BLK:09 PLN:03 POS:06,MFV 05780,251.1,6/19/2013 1:30,6/19/2013 7:12,5:41:25,"","","","",251.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",19,MFV 05780,BLK:09 PLN:03 POS:06,251.1
T64-B05,WT-166:S026,galvin,blackmer,9,BLK:09 PLN:03 POS:07,MFV 05785,250.2,6/19/2013 7:12,6/19/2013 9:29,2:16:51,"","","","",250.2,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",20,MFV 05785,BLK:09 PLN:03 POS:07,250.2
T64-B05,WT-166:S026,daniel,tommy,10,BLK:09 PLN:03 POS:08,MFV 05763,250.5,6/19/2013 1:38,6/19/2013 7:22,5:43:52,"","","","",250.5,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",21,MFV 05763,BLK:09 PLN:03 POS:08,250.5
T64-B05,WT-166:S026,galvin,blackmer,10,BLK:09 PLN:03 POS:09,MFV 05754,250.9,6/19/2013 7:22,6/19/2013 9:41,2:18:55,"","","","",250.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",22,MFV 05754,BLK:09 PLN:03 POS:09,250.9
T64-B05,WT-166:S026,daniel,tommy,11,BLK:09 PLN:03 POS:10,MFV 05736,251.4,6/19/2013 1:34,6/19/2013 7:16,5:41:31,"","","","",251.4,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",23,MFV 05736,BLK:09 PLN:03 POS:10,251.4
T64-B05,WT-166:S026,galvin,blackmer,11,BLK:09 PLN:03 POS:11,MFV 05700,250.7,6/19/2013 7:16,6/19/2013 9:33,2:16:33,"","","","",250.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",24,MFV 05700,BLK:09 PLN:03 POS:11,250.7
T64-B05,WT-166:S026,galvin,blackmer,1,BLK:09 PLN:05 POS:00,MFV 05687,249.8,6/19/2013 9:55,6/19/2013 13:03,3:08:02,"","","","",249.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",25,MFV 05687,BLK:09 PLN:05 POS:00,249.8
T64-B05,WT-166:S026,galvin,blackmer,1,BLK:09 PLN:05 POS:01,MFV 05764,42.5,6/19/2013 13:03,6/20/2013 6:53,17:50:05,swap,T64-B05,WT-164:S024,206.6,249.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",26,MFV 05764,BLK:09 PLN:05 POS:01,249.1
T64-B05,WT-166:S026,galvin,blackmer,6,BLK:09 PLN:05 POS:02,MFV 05772,250.8,6/19/2013 9:47,6/19/2013 12:52,3:05:05,"","","","",250.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",27,MFV 05772,BLK:09 PLN:05 POS:02,250.8
T64-B05,WT-166:S026,galvin,blackmer,6,BLK:09 PLN:05 POS:03,MFV 05745,68.4,6/19/2013 12:53,6/20/2013 3:08,14:15:46,swap,T64-B05,WT-164:S024,183.1,251.5,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",28,MFV 05745,BLK:09 PLN:05 POS:03,251.5
T64-B05,WT-166:S026,galvin,blackmer,8,BLK:09 PLN:05 POS:04,MFV 05735,248.9,6/19/2013 9:50,6/19/2013 12:55,3:05:47,"","","","",248.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",29,MFV 05735,BLK:09 PLN:05 POS:04,248.9
T64-B05,WT-166:S026,galvin,blackmer,8,BLK:09 PLN:05 POS:05,MFV 05775,61.7,6/19/2013 12:56,6/20/2013 3:10,14:14:14,swap,T64-B05,WT-164:S024,189.4,251.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",30,MFV 05775,BLK:09 PLN:05 POS:05,251.1
T64-B05,WT-166:S026,galvin,blackmer,9,BLK:09 PLN:05 POS:06,MFV 05776,251.7,6/19/2013 9:30,6/19/2013 11:55,2:25:18,"","","","",251.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",31,MFV 05776,BLK:09 PLN:05 POS:06,251.7
T64-B05,WT-166:S026,galvin,blackmer,9,BLK:09 PLN:05 POS:07,MFV 05757,66.8,6/19/2013 11:55,6/20/2013 3:07,15:11:28,swap,T64-B05,WT-164:S024,187,253.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",32,MFV 05757,BLK:09 PLN:05 POS:07,253.8
T64-B05,WT-166:S026,galvin,blackmer,10,BLK:09 PLN:05 POS:08,MFV 05766,248.9,6/19/2013 9:41,6/19/2013 12:44,3:02:43,"","","","",248.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",33,MFV 05766,BLK:09 PLN:05 POS:08,248.9
T64-B05,WT-166:S026,galvin,blackmer,10,BLK:09 PLN:05 POS:09,MFV 05724,49.2,6/19/2013 12:45,6/20/2013 6:53,18:08:08,swap,T64-B05,WT-164:S024,200.6,249.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",34,MFV 05724,BLK:09 PLN:05 POS:09,249.8
T64-B05,WT-166:S026,galvin,blackmer,11,BLK:09 PLN:05 POS:10,MFV 05726,251.1,6/19/2013 9:33,6/19/2013 11:50,2:16:08,"","","","",251.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",35,MFV 05726,BLK:09 PLN:05 POS:10,251.1
T64-B05,WT-166:S026,galvin,blackmer,11,BLK:09 PLN:05 POS:11,MFV 05694,91.3,6/19/2013 11:55,6/20/2013 2:52,14:57:35,swap,T64-B05,WT-164:S024,159.2,250.5,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",36,MFV 05694,BLK:09 PLN:05 POS:11,250.5
T64-B05,WT-164:S024,galvin,james,1,BLK:09 PLN:07 POS:00,MFV 05699,249.8,6/20/2013 6:54,6/20/2013 9:13,2:19:25,"","","","",249.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",37,MFV 05699,BLK:09 PLN:07 POS:00,249.8
T64-B05,WT-164:S024,galvin,james,1,BLK:09 PLN:07 POS:01,MFV 05738,249,6/20/2013 9:14,6/20/2013 11:38,2:24:10,"","","","",249,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",38,MFV 05738,BLK:09 PLN:07 POS:01,249
T64-B05,WT-164:S024,daniel,"",6,BLK:09 PLN:07 POS:02,MFV 05730,250.6,6/20/2013 3:09,6/20/2013 9:03,5:54:07,"","","","",250.6,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",39,MFV 05730,BLK:09 PLN:07 POS:02,250.6
T64-B05,WT-164:S024,galvin,james,6,BLK:09 PLN:07 POS:03,MFV 05691,250.7,6/20/2013 9:03,6/20/2013 11:25,2:21:20,"","","","",250.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",40,MFV 05691,BLK:09 PLN:07 POS:03,250.7
T64-B05,WT-164:S024,daniel,"",8,BLK:09 PLN:07 POS:04,MFV 05665,248.8,6/20/2013 3:11,6/20/2013 9:04,5:52:57,"","","","",248.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",41,MFV 05665,BLK:09 PLN:07 POS:04,248.8
T64-B05,WT-164:S024,galvin,james,8,BLK:09 PLN:07 POS:05,MFV 05720,249.8,6/20/2013 9:04,6/20/2013 11:24,2:19:39,"","","","",249.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",42,MFV 05720,BLK:09 PLN:07 POS:05,249.8
T64-B05,WT-164:S024,daniel,"",9,BLK:09 PLN:07 POS:06,MFV 05728,250.1,6/20/2013 3:09,6/20/2013 9:02,5:52:56,"","","","",250.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",43,MFV 05728,BLK:09 PLN:07 POS:06,250.1
T64-B05,WT-164:S024,galvin,james,9,BLK:09 PLN:07 POS:07,MFV 05667,246.1,6/20/2013 9:02,6/20/2013 11:22,2:20:02,"","","","",246.1,T64-B13,WT163:S066,Larry,Brent,"",BLK:09 PLN:07 POS:07,MFV 05667,0,"","","",Full,"","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",44,MFV 05667,BLK:09 PLN:07 POS:07,246.1
T64-B05,WT-164:S024,galvin,james,10,BLK:09 PLN:07 POS:08,MFV 05685,248.7,6/20/2013 6:53,6/20/2013 9:11,2:17:46,"","","","",248.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",45,MFV 05685,BLK:09 PLN:07 POS:08,248.7
T64-B05,WT-164:S024,galvin,james,10,BLK:09 PLN:07 POS:09,MFV 05731,250.3,6/20/2013 9:11,6/20/2013 11:34,2:22:46,"","","","",250.3,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",46,MFV 05731,BLK:09 PLN:07 POS:09,250.3
T64-B05,WT-164:S024,daniel,"",11,BLK:09 PLN:07 POS:10,MFV 05682,250.5,6/20/2013 2:53,6/20/2013 9:00,6:06:55,"","","","",250.5,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",47,MFV 05682,BLK:09 PLN:07 POS:10,250.5
T64-B05,WT-164:S024,galvin,james,11,BLK:09 PLN:07 POS:11,MFV 05714,250.9,6/20/2013 9:00,6/20/2013 11:21,2:20:48,"","","","",250.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",48,MFV 05714,BLK:09 PLN:07 POS:11,250.9
T64-B05,WT-164:S024,galvin,james,1,BLK:09 PLN:09 POS:00,MFV 05706,249.3,6/20/2013 11:38,6/20/2013 14:02,2:23:51,"","","","",249.3,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",49,MFV 05706,BLK:09 PLN:09 POS:00,249.3
T64-B05,WT-164:S024,galvin,james,1,BLK:09 PLN:09 POS:01,MFV 05721,118.6,6/20/2013 14:02,6/20/2013 16:46,2:43:11,swap,T64-B05,WT-116:S025,130.4,249,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",50,MFV 05721,BLK:09 PLN:09 POS:01,249
T64-B05,WT-164:S024,galvin,james,6,BLK:09 PLN:09 POS:02,MFV 05649,251.8,6/20/2013 11:25,6/20/2013 13:48,2:22:59,"","","","",251.8,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",51,MFV 05649,BLK:09 PLN:09 POS:02,251.8
T64-B05,WT-164:S024,galvin,james,6,BLK:09 PLN:09 POS:03,MFV 05737,147.5,6/20/2013 13:48,6/20/2013 16:28,2:39:27,swap,T64-B05,WT-116:S025,103.4,250.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",52,MFV 05737,BLK:09 PLN:09 POS:03,250.9
T64-B05,WT-164:S024,galvin,james,8,BLK:09 PLN:09 POS:04,MFV 05760,247.7,6/20/2013 11:24,6/20/2013 13:45,2:20:13,"","","","",247.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",53,MFV 05760,BLK:09 PLN:09 POS:04,247.7
T64-B05,WT-164:S024,galvin,james,8,BLK:09 PLN:09 POS:05,MFV 05761,154.3,6/20/2013 13:45,6/20/2013 16:23,2:38:27,swap,T64-B05,WT-116:S025,95.4,249.7,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",54,MFV 05761,BLK:09 PLN:09 POS:05,249.7
T64-B05,WT-164:S024,galvin,james,9,BLK:09 PLN:09 POS:06,MFV 05759,251.5,6/20/2013 11:22,6/20/2013 13:41,2:18:25,"","","","",251.5,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",55,MFV 05759,BLK:09 PLN:09 POS:06,251.5
T64-B05,WT-164:S024,galvin,james,9,BLK:09 PLN:09 POS:07,MFV 05740,165.3,6/20/2013 13:41,6/20/2013 16:16,2:35:14,swap,T64-B05,WT-116:S025,84.9,250.2,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",56,MFV 05740,BLK:09 PLN:09 POS:07,250.2
T64-B05,WT-164:S024,galvin,james,10,BLK:09 PLN:09 POS:08,MFV 05710,251.3,6/20/2013 11:34,6/20/2013 13:54,2:20:03,"","","","",251.3,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",57,MFV 05710,BLK:09 PLN:09 POS:08,251.3
T64-B05,WT-164:S024,galvin,james,10,BLK:09 PLN:09 POS:09,MFV 05713,138,6/20/2013 13:55,6/20/2013 16:32,2:37:16,swap,T64-B05,WT-116:S025,111.6,249.6,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",58,MFV 05713,BLK:09 PLN:09 POS:09,249.6
T64-B05,WT-164:S024,galvin,james,11,BLK:09 PLN:09 POS:10,MFV 05697,250.1,6/20/2013 11:21,6/20/2013 13:37,2:15:58,"","","","",250.1,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",59,MFV 05697,BLK:09 PLN:09 POS:10,250.1
T64-B05,WT-164:S024,galvin,james,11,BLK:09 PLN:09 POS:11,MFV 05671,171.8,6/20/2013 13:38,6/20/2013 16:14,2:36:40,swap,T64-B05,WT-116:S025,78.1,249.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",60,MFV 05671,BLK:09 PLN:09 POS:11,249.9
T64-B05,WT-116:S025,galvin,james,1,BLK:09 PLN:11 POS:00,MFV 05597,249.6,6/20/2013 16:49,6/20/2013 19:29,2:40:06,"","","","",249.6,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",61,MFV 05597,BLK:09 PLN:11 POS:00,249.6
T64-B05,WT-116:S025,daniel,jason,1,BLK:09 PLN:11 POS:01,MFV 05684,249.9,6/20/2013 19:29,6/20/2013 21:52,2:22:22,"","","","",249.9,"","","","","","","",0,"","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"","","","","","","",0,"","","","","","","",0,0,"",62,MFV 05684,BLK:09 PLN:11 POS:01,249.9
